param_criterion,param_max_depth,param_n_estimators,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
entropy,17,233,0.5952363161674299,0.655694764724914,0.588116632779164,0.6268827189077683,0.6040779175094857,0.6140016700177524,0.024596300894986507,16
entropy,17,266,0.605498503272669,0.6494363742477854,0.600285692755147,0.6337292833280782,0.597329961859077,0.6172559630925514,0.020640845930335744,2
entropy,17,300,0.6005472661696987,0.6467099892431611,0.5987209567408046,0.626607463054922,0.5992626520556696,0.6143696654528512,0.01928638324358063,12
entropy,34,1,0.3352716477435727,0.36398677277735064,0.3351141433906504,0.31908096765388294,0.3368214189604427,0.33805499010517986,0.014494055004783308,185
entropy,34,34,0.5467914015515327,0.6234620679295041,0.5343262990201896,0.6001812161659481,0.5724122269994736,0.5754346423333295,0.032980274870699974,155
entropy,34,67,0.5715733363603431,0.6430411161862112,0.5626006013458553,0.6106246748834966,0.5800187952751324,0.5935717048102077,0.029546049723542737,133
entropy,34,100,0.5751903548999854,0.6328876279440862,0.593316925589045,0.6140760642754034,0.5938238261865856,0.601858959779021,0.019802929563670017,113
entropy,34,133,0.5889303923073569,0.6369924778300852,0.5980875872255443,0.6216087438671721,0.5900174093260611,0.6071273221112439,0.019011750465391646,79
entropy,34,167,0.5962003714904314,0.6377901834262726,0.5871351130351667,0.6233268522629004,0.5958894001961009,0.6080683840821745,0.019202007267864266,70
entropy,34,200,0.5947455877121335,0.6459810296495165,0.5948450212349046,0.6221204134647421,0.6068229542474033,0.61290300126174,0.019348725699126386,23
entropy,34,233,0.5921745378544205,0.637438365668525,0.5913173492596329,0.6254002854500615,0.5928816928412569,0.6078424462147793,0.01962948033032749,71
entropy,34,266,0.6067115600827632,0.6424580745256915,0.5956261692319256,0.6268712605961059,0.5894390216100482,0.6122212172093068,0.01976700122402503,28
entropy,34,300,0.596838526189929,0.6527491975720233,0.592972597808693,0.6219478675735605,0.6074886626026288,0.614399370349367,0.02164687861569848,11
entropy,50,1,0.3355067136810239,0.35667404660762714,0.3262850230531489,0.31291420406556647,0.320081832036759,0.33029236388882505,0.015136028587109612,192
entropy,50,34,0.5678124241534042,0.614126626372053,0.5464055506368298,0.6078546524047258,0.5749706533220518,0.5822339813778129,0.025369167448624885,150
entropy,50,67,0.5856175971259859,0.6281333814681891,0.5703389040833503,0.6066589261837732,0.5759172146785125,0.5933332047079622,0.021355150786982944,135
entropy,50,100,0.5864799080211252,0.6373713599774756,0.5795897156448535,0.610191915550985,0.5801070080683132,0.5987479814525505,0.02230587213949734,122
entropy,50,133,0.5942249002176762,0.6344144785657466,0.5919566923717499,0.6135116896613181,0.5854953969254284,0.6039206315483838,0.017880130979466714,103
entropy,50,167,0.5953274916049549,0.6525270493228852,0.5843862850739926,0.6257741758087538,0.6128084281561683,0.6141646859933511,0.023874185485843566,15
entropy,50,200,0.5907702523204649,0.6492702263478671,0.5902695540430887,0.6302643050335864,0.5978394918546145,0.6116827659199243,0.023856176902562712,31
entropy,50,233,0.591079916318275,0.6413473607797378,0.5842828746164435,0.6299127147021021,0.6018338932177972,0.6096913519268711,0.022202352672599845,55
entropy,50,266,0.6030373889441957,0.6505025460159914,0.5932320982765298,0.6215785557721999,0.6038882139067475,0.6144477605831329,0.020211881291434176,10
entropy,50,300,0.5912179034093565,0.6456378407306205,0.5972402688111376,0.6136522599787665,0.6022874478875142,0.6100071441634791,0.019279293514744313,50
entropy,67,1,0.3343607292767806,0.3467054263565892,0.3281227738657354,0.33340606660297534,0.3384658754521792,0.33621217431085193,0.006195611286606547,187
entropy,67,34,0.5770079112771309,0.6123195148564837,0.5566609851608926,0.5949909117545228,0.5524056170360798,0.5786769880170219,0.022696426379498293,152
entropy,67,67,0.5919583994821849,0.6245313823609094,0.5792314060184781,0.6110909937845422,0.5776503501086905,0.596892506350961,0.018286743640644986,127
entropy,67,100,0.5874307689901499,0.6436287911238235,0.579126287050258,0.5964435394458925,0.5773130722322952,0.5967884917684838,0.024384195918741806,129
entropy,67,133,0.603613822968507,0.6336564424991167,0.5851476834676698,0.6297208507297348,0.6009039926771944,0.6106085584684445,0.018373055007200927,42
entropy,67,167,0.5847167457755988,0.6427573396985735,0.585403243730473,0.612505424404092,0.5940177482131885,0.6038801003643851,0.021871124036764177,104
entropy,67,200,0.5995880260899444,0.6510415259999317,0.5879622017322641,0.6218393790718225,0.5993707003221177,0.6119603666432161,0.022416147444043712,29
entropy,67,233,0.5928509820550218,0.648306992524081,0.5890075155935393,0.6237412051314778,0.6029072407872382,0.6113627872182716,0.02205466345686019,33
entropy,67,266,0.584687999348228,0.6526402818167744,0.5890469331625559,0.6250206527919877,0.5903346396152296,0.6083461013469551,0.026444627151431997,68
entropy,67,300,0.602238537105737,0.6438243473783182,0.5961303390030799,0.6244197114390738,0.6031686740209508,0.6139563217894319,0.01773711904514466,18
entropy,83,1,0.3411885689822415,0.3359938440492476,0.32290040734973663,0.3293596337559275,0.335052122584129,0.3328989153442564,0.006251878418883997,190
entropy,83,34,0.5588541196008786,0.6142739916555826,0.5501969123459304,0.5858728830736247,0.563449093367118,0.5745294000086268,0.02310352674470214,156
entropy,83,67,0.5855517305204363,0.6415179428234346,0.5546991552747987,0.6056238775754748,0.586698460318388,0.5948182333025065,0.028491977911019196,132
entropy,83,100,0.5785651366433051,0.6318741277611092,0.5799273829135053,0.6200744162508253,0.5910961871797482,0.6003074501496986,0.021726070914592263,115
entropy,83,133,0.5929655900439605,0.6394038047862469,0.5817492501053563,0.6210578712949419,0.5853175190765203,0.6040988070614052,0.02240643086120001,99
entropy,83,167,0.5960649574739203,0.6385053136068811,0.5809407171875248,0.6179917852898281,0.6043861279804053,0.607577780307712,0.019581770510289757,75
entropy,83,200,0.5890192339730209,0.6483514026555227,0.5867042929095043,0.6283052381679358,0.6003640744403718,0.610548848429271,0.024000580119468068,43
entropy,83,233,0.5949856803583066,0.6434921084354912,0.5949226862820847,0.6315431925600772,0.5985122226799837,0.6126911780631887,0.020660796147786688,25
entropy,83,266,0.6010776901210233,0.6509222231207117,0.595278036517521,0.6342811264791995,0.6031055121218964,0.6169329176720704,0.02176121548286728,3
entropy,83,300,0.5951678807841849,0.6502260224613003,0.5848066812786836,0.625351026386866,0.5967194554586257,0.6104542132739321,0.024015925040013028,44
entropy,100,1,0.3290887246980364,0.35961597507219945,0.3334089732687544,0.3461091195049162,0.33537088335986454,0.34071873518075424,0.01098591098465159,183
entropy,100,34,0.573456442880226,0.6128966398989394,0.5890093511508921,0.6000847696636894,0.5594798013063048,0.5869854009800104,0.01890329525344646,144
entropy,100,67,0.5886156500346033,0.6151029118712255,0.5724752043249932,0.6056458001876373,0.5800280379300057,0.592373520869693,0.01584458366215078,139
entropy,100,100,0.5852288359051472,0.6415663617760436,0.5822653905024034,0.6228546851080969,0.5829102343740102,0.6029651015331403,0.024620737921835844,107
entropy,100,133,0.5916854024389744,0.6500691445267445,0.5787604116223332,0.6163721801691692,0.5903494749698066,0.6054473227454056,0.02545578980146411,90
entropy,100,167,0.5983532142864005,0.6445044837111483,0.5994294415235524,0.6243933647216817,0.6079076485837466,0.6149176305653059,0.017484708466037967,7
entropy,100,200,0.5915088830007973,0.6506148277097293,0.5945805478287187,0.6122749856086883,0.5964050578883398,0.6090768604072547,0.021977180074032675,60
entropy,100,233,0.5944854625824545,0.6366329920332767,0.5997969088313864,0.6191590046005228,0.5941336143455336,0.6088415964786348,0.016631537936926583,62
